"item_id","root_name","disease_id","disease_name","calculated_dw","article_number","title","authors","pubmed","PMID","doi","DOI","pmc","PMCID","pubtypes","weight"
"2","Cranberry",35,"Coronary Disease",16,1,"Effects of cranberry juice consumption on vascular function in patients with coronary artery disease.","Dohadwala MM, Holbrook M, Hamburg NM, Shenouda SM, Chung WB, Titas M, Kluge MA, Wang N, Palmisano J, Milbury PE, Blumberg JB, Vita JA","https://pubmed.ncbi.nlm.nih.gov/21411615/","21411615","https://doi.org/10.3945/ajcn.110.004242","10.3945/ajcn.110.004242","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3076649/","PMC3076649","Journal Article, Randomized Controlled Trial, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",4
"6","Crowberry",35,"Coronary Disease",16,1,"Effects of cranberry juice consumption on vascular function in patients with coronary artery disease.","Dohadwala MM, Holbrook M, Hamburg NM, Shenouda SM, Chung WB, Titas M, Kluge MA, Wang N, Palmisano J, Milbury PE, Blumberg JB, Vita JA","https://pubmed.ncbi.nlm.nih.gov/21411615/","21411615","https://doi.org/10.3945/ajcn.110.004242","10.3945/ajcn.110.004242","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3076649/","PMC3076649","Journal Article, Randomized Controlled Trial, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",4
"7","Strawberry",35,"Coronary Disease",1,1,"Consumption of flavonoid-rich fruits and risk of CHD: a prospective cohort study.","Yang Y, Dong JY, Cui R, Muraki I, Yamagishi K, Sawada N, Iso H, Tsugane S, Japan Public Health Center-based Prospective Study Group","https://pubmed.ncbi.nlm.nih.gov/32513342/","32513342","https://doi.org/10.1017/S0007114520001993","10.1017/S0007114520001993","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"11","Sea Buckthorn",35,"Coronary Disease",1,1,"Anti-atherogenic effects of seabuckthorn (Hippophaea rhamnoides) seed oil.","Basu M, Prasad R, Jayamurthy P, Pal K, Arumughan C, Sawhney RC","https://pubmed.ncbi.nlm.nih.gov/17498939/","17498939","https://doi.org/10.1016/j.phymed.2007.03.018","10.1016/j.phymed.2007.03.018","No PMC available",,"Journal Article",0
"16","Zereshk",35,"Coronary Disease",1,1,"Effect of berberine on global modulation of lncRNAs and mRNAs expression profiles in patients with stable coronary heart disease.","Han YC, Xie HZ, Lu B, Xiang RL, Li JY, Qian H, Zhang SY","https://pubmed.ncbi.nlm.nih.gov/35619068/","35619068","https://doi.org/10.1186/s12864-022-08641-2","10.1186/s12864-022-08641-2","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9134690/","PMC9134690","Journal Article",0
"22","Grape",35,"Coronary Disease",96,1,"Polyphenolic compounds from red grapes acutely improve endothelial function in patients with coronary heart disease.","Lekakis J, Rallidis LS, Andreadou I, Vamvakou G, Kazantzoglou G, Magiatis P, Skaltsounis AL, Kremastinos DT","https://pubmed.ncbi.nlm.nih.gov/16319551/","16319551","https://doi.org/10.1097/00149831-200512000-00013","10.1097/00149831-200512000-00013","No PMC available",,"Journal Article, Randomized Controlled Trial",4
"22","Grape",35,"Coronary Disease",96,2,"Grape resveratrol increases serum adiponectin and downregulates inflammatory genes in peripheral blood mononuclear cells: a triple-blind, placebo-controlled, one-year clinical trial in patients with stable coronary artery disease.","Tomé-Carneiro J, Gonzálvez M, Larrosa M, Yáñez-Gascón MJ, García-Almagro FJ, Ruiz-Ros JA, Tomás-Barberán FA, García-Conesa MT, Espín JC","https://pubmed.ncbi.nlm.nih.gov/23224687/","23224687","https://doi.org/10.1007/s10557-012-6427-8","10.1007/s10557-012-6427-8","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3555235/","PMC3555235","Journal Article, Randomized Controlled Trial, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",4
"22","Grape",35,"Coronary Disease",96,3,"One-year supplementation with a grape extract containing resveratrol modulates inflammatory-related microRNAs and cytokines expression in peripheral blood mononuclear cells of type 2 diabetes and hypertensive patients with coronary artery disease.","Tomé-Carneiro J, Larrosa M, Yáñez-Gascón MJ, Dávalos A, Gil-Zamorano J, Gonzálvez M, García-Almagro FJ, Ruiz Ros JA, Tomás-Barberán FA, Espín JC, García-Conesa MT","https://pubmed.ncbi.nlm.nih.gov/23557933/","23557933","https://doi.org/10.1016/j.phrs.2013.03.011","10.1016/j.phrs.2013.03.011","No PMC available",,"Clinical Trial, Journal Article, Research Support, Non-U.S. Gov't",4
"22","Grape",35,"Coronary Disease",96,4,"The ""French Paradox"" and beyond: neuroprotective effects of polyphenols.","Sun AY, Simonyi A, Sun GY","https://pubmed.ncbi.nlm.nih.gov/11841921/","11841921","https://doi.org/10.1016/s0891-5849(01)00803-6","10.1016/s0891-5849(01)00803-6","No PMC available",,"Journal Article, Research Support, U.S. Gov't, P.H.S., Review",2
"22","Grape",35,"Coronary Disease",96,5,"Potential health benefits from the flavonoids in grape products on vascular disease.","Folts JD","https://pubmed.ncbi.nlm.nih.gov/12083471/","12083471","https://doi.org/10.1007/978-1-4757-5235-9_9","10.1007/978-1-4757-5235-9_9","No PMC available",,"Journal Article, Review",2
"22","Grape",35,"Coronary Disease",96,6,"Grape flavonoids and menopausal health.","Huntley AL","https://pubmed.ncbi.nlm.nih.gov/18088528/","18088528","https://doi.org/10.1258/175404507783004177","10.1258/175404507783004177","No PMC available",,"Journal Article, Review",2
"22","Grape",35,"Coronary Disease",96,7,"Botanical flavonoids on coronary heart disease.","Wang CZ, Mehendale SR, Calway T, Yuan CS","https://pubmed.ncbi.nlm.nih.gov/21721147/","21721147","https://doi.org/10.1142/S0192415X1100910X","10.1142/S0192415X1100910X","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3277260/","PMC3277260","Journal Article, Research Support, N.I.H., Extramural, Review",2
"22","Grape",35,"Coronary Disease",96,8,"Beneficial effects of grape resveratrol on serum adiponectin and inflammation: clinical trial in patients with stable coronary artery disease: editorial to: ""Grape resveratrol increases serum adiponectin and downregulates inflammatory genes in peripheral blood mononuclear cells: a triple-blind, placebo-controlled, one-year clinical trial in patients with stable coronary artery disease"" by J. Tomé-Carneiro et al.","Das SK, Patel VB, Oudit GY","https://pubmed.ncbi.nlm.nih.gov/23292168/","23292168","https://doi.org/10.1007/s10557-012-6434-9","10.1007/s10557-012-6434-9","No PMC available",,"Editorial, Research Support, Non-U.S. Gov't, Comment",1
"22","Grape",35,"Coronary Disease",96,9,"Heartier grape juice?","","https://pubmed.ncbi.nlm.nih.gov/15104079/","15104079","No DOI available",,"No PMC available",,"Journal Article",0
"22","Grape",35,"Coronary Disease",96,10,"A study of antioxidant properties of some varieties of grapes (Vitis vinifera L.).","Kedage VV, Tilak JC, Dixit GB, Devasagayam TP, Mhatre M","https://pubmed.ncbi.nlm.nih.gov/17364701/","17364701","https://doi.org/10.1080/10408390600634598","10.1080/10408390600634598","No PMC available",,"Journal Article",0
"22","Grape",35,"Coronary Disease",96,11,"Consumption of flavonoid-rich fruits and risk of CHD: a prospective cohort study.","Yang Y, Dong JY, Cui R, Muraki I, Yamagishi K, Sawada N, Iso H, Tsugane S, Japan Public Health Center-based Prospective Study Group","https://pubmed.ncbi.nlm.nih.gov/32513342/","32513342","https://doi.org/10.1017/S0007114520001993","10.1017/S0007114520001993","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"30","Melon",35,"Coronary Disease",2,1,"Network pharmacology analysis and experimental verification of the antithrombotic active compounds of trichosanthis pericarpium (Gualoupi) in treating coronary heart disease.","Xia KR, Zhang XY, Zhang HQ, Su KL, Shang EX, Xiao QL, Li WW, Guo S, Duan JA, Liu P","https://pubmed.ncbi.nlm.nih.gov/38614263/","38614263","https://doi.org/10.1016/j.jep.2024.118158","10.1016/j.jep.2024.118158","No PMC available",,"Journal Article",0
"30","Melon",35,"Coronary Disease",2,2,"[Mechanism of Trichosanthis Pericarpium in treating intermingled phlegm and blood stasis syndrome of coronary heart disease based on transcriptomics and metabolomics].","Sun T, Zhang ZW, Gao HD, Li SJ, Wang HY, Wang JX, Zhao QT","https://pubmed.ncbi.nlm.nih.gov/41507750/","41507750","https://doi.org/10.19540/j.cnki.cjcmm.20250512.401","10.19540/j.cnki.cjcmm.20250512.401","No PMC available",,"English Abstract, Journal Article",0
"32","Apricot",35,"Coronary Disease",100,1,"Dose response of almonds on coronary heart disease risk factors: blood lipids, oxidized low-density lipoproteins, lipoprotein(a), homocysteine, and pulmonary nitric oxide: a randomized, controlled, crossover trial.","Jenkins DJ, Kendall CW, Marchie A, Parker TL, Connelly PW, Qian W, Haight JS, Faulkner D, Vidgen E, Lapsley KG, Spiller GA","https://pubmed.ncbi.nlm.nih.gov/12221048/","12221048","https://doi.org/10.1161/01.cir.0000028421.91733.20","10.1161/01.cir.0000028421.91733.20","No PMC available",,"Clinical Trial, Comparative Study, Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",4
"32","Apricot",35,"Coronary Disease",100,2,"Effects of almond dietary supplementation on coronary heart disease lipid risk factors and serum lipid oxidation parameters in men with mild hyperlipidemia.","Jalali-Khanabadi BA, Mozaffari-Khosravi H, Parsaeyan N","https://pubmed.ncbi.nlm.nih.gov/21114415/","21114415","https://doi.org/10.1089/acm.2009.0693","10.1089/acm.2009.0693","No PMC available",,"Clinical Trial, Journal Article",4
"32","Apricot",35,"Coronary Disease",100,3,"Effect of almond consumption on the serum fatty acid profile: a dose-response study.","Nishi S, Kendall CW, Gascoyne AM, Bazinet RP, Bashyam B, Lapsley KG, Augustin LS, Sievenpiper JL, Jenkins DJ","https://pubmed.ncbi.nlm.nih.gov/25138064/","25138064","https://doi.org/10.1017/S0007114514001640","10.1017/S0007114514001640","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4189119/","PMC4189119","Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",4
"32","Apricot",35,"Coronary Disease",100,4,"Effect of almond consumption on vascular function in patients with coronary artery disease: a randomized, controlled, cross-over trial.","Chen CY, Holbrook M, Duess MA, Dohadwala MM, Hamburg NM, Asztalos BF, Milbury PE, Blumberg JB, Vita JA","https://pubmed.ncbi.nlm.nih.gov/26080804/","26080804","https://doi.org/10.1186/s12937-015-0049-5","10.1186/s12937-015-0049-5","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469426/","PMC4469426","Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't, Research Support, U.S. Gov't, Non-P.H.S.",4
"32","Apricot",35,"Coronary Disease",100,5,"Effect of a 12-Week Almond-Enriched Diet on Biomarkers of Cognitive Performance, Mood, and Cardiometabolic Health in Older Overweight Adults.","Coates AM, Morgillo S, Yandell C, Scholey A, Buckley JD, Dyer KA, Hill AM","https://pubmed.ncbi.nlm.nih.gov/32340150/","32340150","https://doi.org/10.3390/nu12041180","10.3390/nu12041180","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7230374/","PMC7230374","Journal Article, Randomized Controlled Trial",4
"32","Apricot",35,"Coronary Disease",100,6,"Almond protects the liver in coronary artery disease: A randomized controlled clinical trial.","Jamshed H, Arslan J, Sultan FT, Siddiqi HS, Qasim M, Hassan Gilani AU","https://pubmed.ncbi.nlm.nih.gov/34057922/","34057922","https://doi.org/10.47391/JPMA.198","10.47391/JPMA.198","No PMC available",,"Journal Article, Randomized Controlled Trial",4
"32","Apricot",35,"Coronary Disease",100,7,"Effect on hematologic risk factors for coronary heart disease of a cholesterol reducing diet.","Jenkins DJ, Kendall CW, Nguyen TH, Teitel J, Marchie A, Chiu M, Taha AY, Faulkner DA, Kemp T, Wong JM, de Souza R, Emam A, Trautwein EA, Lapsley KG, Holmes C, Josse RG, Leiter LA, Singer W","https://pubmed.ncbi.nlm.nih.gov/17136042/","17136042","https://doi.org/10.1038/sj.ejcn.1602551","10.1038/sj.ejcn.1602551","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"37","Olive",35,"Coronary Disease",40,1,"Olive oil consumption and risk of CHD and/or stroke: a meta-analysis of case-control, cohort and intervention studies.","Martínez-González MA, Dominguez LJ, Delgado-Rodríguez M","https://pubmed.ncbi.nlm.nih.gov/24775425/","24775425","https://doi.org/10.1017/S0007114514000713","10.1017/S0007114514000713","No PMC available",,"Comparative Study, Journal Article, Meta-Analysis, Research Support, Non-U.S. Gov't",5
"37","Olive",35,"Coronary Disease",40,2,"Antitumor Perspectives of Oleuropein and Its Metabolite Hydroxytyrosol: Recent Updates.","Imran M, Nadeem M, Gilani SA, Khan S, Sajid MW, Amir RM","https://pubmed.ncbi.nlm.nih.gov/29928786/","29928786","https://doi.org/10.1111/1750-3841.14198","10.1111/1750-3841.14198","No PMC available",,"Journal Article, Review",2
"37","Olive",35,"Coronary Disease",40,3,"Olive oil intake and CHD in the European Prospective Investigation into Cancer and Nutrition Spanish cohort.","Buckland G, Travier N, Barricarte A, Ardanaz E, Moreno-Iribas C, Sánchez MJ, Molina-Montes E, Chirlaque MD, Huerta JM, Navarro C, Redondo ML, Amiano P, Dorronsoro M, Larrañaga N, Gonzalez CA","https://pubmed.ncbi.nlm.nih.gov/23006416/","23006416","https://doi.org/10.1017/S000711451200298X","10.1017/S000711451200298X","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"38","Banana",35,"Coronary Disease",16,1,"Effects of Anacetrapib in Patients with Atherosclerotic Vascular Disease.","HPS3/TIMI55–REVEAL Collaborative Group, Bowman L, Hopewell JC, Chen F, Wallendszus K, Stevens W, Collins R, Wiviott SD, Cannon CP, Braunwald E, Sammons E, Landray MJ","https://pubmed.ncbi.nlm.nih.gov/28847206/","28847206","https://doi.org/10.1056/NEJMoa1706444","10.1056/NEJMoa1706444","No PMC available",,"Clinical Trial, Phase III, Journal Article, Multicenter Study, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",4
