"item_id","root_name","disease_id","disease_name","calculated_dw","article_number","title","authors","pubmed","PMID","doi","DOI","pmc","PMCID","pubtypes","weight"
"9","Goji Berry",28,"Diabetes Mellitus, Type 2",32,3,"Lycium barbarum L. leaves ameliorate type 2 diabetes in rats by modulating metabolic profiles and gut microbiota composition.","Zhao XQ, Guo S, Lu YY, Hua Y, Zhang F, Yan H, Shang EX, Wang HQ, Zhang WH, Duan JA","https://pubmed.ncbi.nlm.nih.gov/31734581/","31734581","https://doi.org/10.1016/j.biopha.2019.109559","10.1016/j.biopha.2019.109559","No PMC available",,"Journal Article",0
"9","Goji Berry",28,"Diabetes Mellitus, Type 2",32,4,"Hypoglycemic Activity and the Mechanisms of Lycium Bark Extract in db/db Mice.","Shimato Y, Hattori T, Ohno T","https://pubmed.ncbi.nlm.nih.gov/32475916/","32475916","https://doi.org/10.1248/bpb.b19-00814","10.1248/bpb.b19-00814","No PMC available",,"Journal Article",0
"9","Goji Berry",28,"Diabetes Mellitus, Type 2",32,5,"Oligosaccharides derived from Lycium barbarum ameliorate glycolipid metabolism and modulate the gut microbiota community and the faecal metabolites in a type 2 diabetes mouse model: metabolomic bioinformatic analysis.","Liu H, Zhang Z, Li J, Liu W, Warda M, Cui B, Abd El-Aty AM","https://pubmed.ncbi.nlm.nih.gov/35475434/","35475434","https://doi.org/10.1039/d1fo02667d","10.1039/d1fo02667d","No PMC available",,"Journal Article",0
"10","Cloudberry",28,"Diabetes Mellitus, Type 2",48,1,"Attenuation of Postmeal Metabolic Indices with Red Raspberries in Individuals at Risk for Diabetes: A Randomized Controlled Trial.","Xiao D, Zhu L, Edirisinghe I, Fareed J, Brailovsky Y, Burton-Freeman B","https://pubmed.ncbi.nlm.nih.gov/30767409/","30767409","https://doi.org/10.1002/oby.22406","10.1002/oby.22406","No PMC available",,"Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",4
"10","Cloudberry",28,"Diabetes Mellitus, Type 2",48,2,"Effects of Dietary Red Raspberry Consumption on Pre-Diabetes and Type 2 Diabetes Mellitus Parameters.","Derrick SA, Kristo AS, Reaves SK, Sikalidis AK","https://pubmed.ncbi.nlm.nih.gov/34501954/","34501954","https://doi.org/10.3390/ijerph18179364","10.3390/ijerph18179364","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8431376/","PMC8431376","Journal Article, Research Support, Non-U.S. Gov't, Review",2
"10","Cloudberry",28,"Diabetes Mellitus, Type 2",48,3,"Evaluation of Rubus grandifolius L. (wild blackberries) activities targeting management of type-2 diabetes and obesity using in vitro models.","Spínola V, Pinto J, Llorent-Martínez EJ, Tomás H, Castilho PC","https://pubmed.ncbi.nlm.nih.gov/30408537/","30408537","https://doi.org/10.1016/j.fct.2018.11.006","10.1016/j.fct.2018.11.006","No PMC available",,"Journal Article",0
"10","Cloudberry",28,"Diabetes Mellitus, Type 2",48,4,"Pelargonidin-3-O-glucoside Derived from Wild Raspberry Exerts Antihyperglycemic Effect by Inducing Autophagy and Modulating Gut Microbiota.","Su H, Xie L, Xu Y, Ke H, Bao T, Li Y, Chen W","https://pubmed.ncbi.nlm.nih.gov/31322351/","31322351","https://doi.org/10.1021/acs.jafc.9b03338","10.1021/acs.jafc.9b03338","No PMC available",,"Journal Article",0
"10","Cloudberry",28,"Diabetes Mellitus, Type 2",48,5,"Chinese Sweet Leaf Tea (Rubus suavissimus) Mitigates LPS-Induced Low-Grade Chronic Inflammation and Reduces the Risk of Metabolic Disorders in a C57BL/6J Mouse Model.","Zhang H, Qi R, Zeng Y, Tsao R, Mine Y","https://pubmed.ncbi.nlm.nih.gov/31873011/","31873011","https://doi.org/10.1021/acs.jafc.9b05975","10.1021/acs.jafc.9b05975","No PMC available",,"Journal Article",0
"10","Cloudberry",28,"Diabetes Mellitus, Type 2",48,6,"Effects of red raspberry polyphenols and metabolites on the biomarkers of inflammation and insulin resistance in type 2 diabetes: a pilot study.","Moreno Uclés R, González-Sarrías A, Espín JC, Tomás-Barberán FA, Janes M, Cheng H, Finley J, Greenway F, Losso JN","https://pubmed.ncbi.nlm.nih.gov/35421887/","35421887","https://doi.org/10.1039/d1fo02090k","10.1039/d1fo02090k","No PMC available",,"Journal Article",0
"10","Cloudberry",28,"Diabetes Mellitus, Type 2",48,7,"The effect of the molecular weight of blackberry polysaccharides on gut microbiota modulation and hypoglycemic effect in vivo.","Xi L, Weibing X, Shuyong F, Sheng-Hua L, Xiong F, Chin-Ping T, Ping-Ping W, Zu-Man D, Chun C","https://pubmed.ncbi.nlm.nih.gov/39078268/","39078268","https://doi.org/10.1039/d4fo01989j","10.1039/d4fo01989j","No PMC available",,"Journal Article",0
"10","Cloudberry",28,"Diabetes Mellitus, Type 2",48,8,"Study on the Mechanism of Raspberry (Rubi fructus) in Treating Type 2 Diabetes Based on UPLC-Q-Exactive Orbitrap MS, Network Pharmacology, and Experimental Validation.","Wang X, Zhang X, Liao Q, Rui X, Wang R","https://pubmed.ncbi.nlm.nih.gov/39496506/","39496506","https://doi.org/10.1002/pca.3464","10.1002/pca.3464","No PMC available",,"Journal Article",0
"11","Sea Buckthorn",28,"Diabetes Mellitus, Type 2",4,1,"Sea Buckthorn Fruit Oil Extract Alleviates Insulin Resistance through the PI3K/Akt Signaling Pathway in Type 2 Diabetes Mellitus Cells and Rats.","Gao S, Guo Q, Qin C, Shang R, Zhang Z","https://pubmed.ncbi.nlm.nih.gov/28134520/","28134520","https://doi.org/10.1021/acs.jafc.6b04682","10.1021/acs.jafc.6b04682","No PMC available",,"Journal Article",0
"11","Sea Buckthorn",28,"Diabetes Mellitus, Type 2",4,2,"Effect of sea buckthorn protein on the intestinal microbial community in streptozotocin-induced diabetic mice.","Yuan H, Shi F, Meng L, Wang W","https://pubmed.ncbi.nlm.nih.gov/28951300/","28951300","https://doi.org/10.1016/j.ijbiomac.2017.09.090","10.1016/j.ijbiomac.2017.09.090","No PMC available",,"Journal Article",0
"11","Sea Buckthorn",28,"Diabetes Mellitus, Type 2",4,3,"The consumption of sea buckthorn (Hippophae rhamnoides L.) effectively alleviates type 2 diabetes symptoms in spontaneous diabetic rats.","Dupak R, Hrnkova J, Simonova N, Kovac J, Ivanisova E, Kalafova A, Schneidgenova M, Prnova MS, Brindza J, Tokarova K, Capcarova M","https://pubmed.ncbi.nlm.nih.gov/36063603/","36063603","https://doi.org/10.1016/j.rvsc.2022.08.022","10.1016/j.rvsc.2022.08.022","No PMC available",,"Journal Article",0
"11","Sea Buckthorn",28,"Diabetes Mellitus, Type 2",4,4,"The effect of metformin and sea buckthorn (Hippophae rhamnoides L.) in alleviating the symptoms of type 2 diabetes mellitus in the liver of zucker diabetic fatty rats.","Jaszcza K, Grzegorzewska AK, Sechman A, Kalafova A, Massanyi P, Kovacik A, Dupak R, Capcarova M","https://pubmed.ncbi.nlm.nih.gov/40137850/","40137850","https://doi.org/10.26402/jpp.2025.1.07","10.26402/jpp.2025.1.07","No PMC available",,"Journal Article",0
"12","Rock Bramble",28,"Diabetes Mellitus, Type 2",48,1,"Attenuation of Postmeal Metabolic Indices with Red Raspberries in Individuals at Risk for Diabetes: A Randomized Controlled Trial.","Xiao D, Zhu L, Edirisinghe I, Fareed J, Brailovsky Y, Burton-Freeman B","https://pubmed.ncbi.nlm.nih.gov/30767409/","30767409","https://doi.org/10.1002/oby.22406","10.1002/oby.22406","No PMC available",,"Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",4
"12","Rock Bramble",28,"Diabetes Mellitus, Type 2",48,2,"Effects of Dietary Red Raspberry Consumption on Pre-Diabetes and Type 2 Diabetes Mellitus Parameters.","Derrick SA, Kristo AS, Reaves SK, Sikalidis AK","https://pubmed.ncbi.nlm.nih.gov/34501954/","34501954","https://doi.org/10.3390/ijerph18179364","10.3390/ijerph18179364","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8431376/","PMC8431376","Journal Article, Research Support, Non-U.S. Gov't, Review",2
"12","Rock Bramble",28,"Diabetes Mellitus, Type 2",48,3,"Evaluation of Rubus grandifolius L. (wild blackberries) activities targeting management of type-2 diabetes and obesity using in vitro models.","Spínola V, Pinto J, Llorent-Martínez EJ, Tomás H, Castilho PC","https://pubmed.ncbi.nlm.nih.gov/30408537/","30408537","https://doi.org/10.1016/j.fct.2018.11.006","10.1016/j.fct.2018.11.006","No PMC available",,"Journal Article",0
"12","Rock Bramble",28,"Diabetes Mellitus, Type 2",48,4,"Pelargonidin-3-O-glucoside Derived from Wild Raspberry Exerts Antihyperglycemic Effect by Inducing Autophagy and Modulating Gut Microbiota.","Su H, Xie L, Xu Y, Ke H, Bao T, Li Y, Chen W","https://pubmed.ncbi.nlm.nih.gov/31322351/","31322351","https://doi.org/10.1021/acs.jafc.9b03338","10.1021/acs.jafc.9b03338","No PMC available",,"Journal Article",0
"12","Rock Bramble",28,"Diabetes Mellitus, Type 2",48,5,"Chinese Sweet Leaf Tea (Rubus suavissimus) Mitigates LPS-Induced Low-Grade Chronic Inflammation and Reduces the Risk of Metabolic Disorders in a C57BL/6J Mouse Model.","Zhang H, Qi R, Zeng Y, Tsao R, Mine Y","https://pubmed.ncbi.nlm.nih.gov/31873011/","31873011","https://doi.org/10.1021/acs.jafc.9b05975","10.1021/acs.jafc.9b05975","No PMC available",,"Journal Article",0
"12","Rock Bramble",28,"Diabetes Mellitus, Type 2",48,6,"Effects of red raspberry polyphenols and metabolites on the biomarkers of inflammation and insulin resistance in type 2 diabetes: a pilot study.","Moreno Uclés R, González-Sarrías A, Espín JC, Tomás-Barberán FA, Janes M, Cheng H, Finley J, Greenway F, Losso JN","https://pubmed.ncbi.nlm.nih.gov/35421887/","35421887","https://doi.org/10.1039/d1fo02090k","10.1039/d1fo02090k","No PMC available",,"Journal Article",0
"12","Rock Bramble",28,"Diabetes Mellitus, Type 2",48,7,"The effect of the molecular weight of blackberry polysaccharides on gut microbiota modulation and hypoglycemic effect in vivo.","Xi L, Weibing X, Shuyong F, Sheng-Hua L, Xiong F, Chin-Ping T, Ping-Ping W, Zu-Man D, Chun C","https://pubmed.ncbi.nlm.nih.gov/39078268/","39078268","https://doi.org/10.1039/d4fo01989j","10.1039/d4fo01989j","No PMC available",,"Journal Article",0
"12","Rock Bramble",28,"Diabetes Mellitus, Type 2",48,8,"Study on the Mechanism of Raspberry (Rubi fructus) in Treating Type 2 Diabetes Based on UPLC-Q-Exactive Orbitrap MS, Network Pharmacology, and Experimental Validation.","Wang X, Zhang X, Liao Q, Rui X, Wang R","https://pubmed.ncbi.nlm.nih.gov/39496506/","39496506","https://doi.org/10.1002/pca.3464","10.1002/pca.3464","No PMC available",,"Journal Article",0
"13","Whortleberry",28,"Diabetes Mellitus, Type 2",104,1,"Whole grain products, fish and bilberries alter glucose and lipid metabolism in a randomized, controlled trial: the Sysdimet study.","Lankinen M, Schwab U, Kolehmainen M, Paananen J, Poutanen K, Mykkänen H, Seppänen-Laakso T, Gylling H, Uusitupa M, Orešič M","https://pubmed.ncbi.nlm.nih.gov/21901116/","21901116","https://doi.org/10.1371/journal.pone.0022646","10.1371/journal.pone.0022646","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3161986/","PMC3161986","Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",4
"13","Whortleberry",28,"Diabetes Mellitus, Type 2",104,2,"Anti-hyperglycemic effect of Vaccinium arctostaphylos in type 2 diabetic patients: a randomized controlled trial.","Kianbakht S, Abasi B, Dabaghian FH","https://pubmed.ncbi.nlm.nih.gov/23727759/","23727759","https://doi.org/10.1159/000346607","10.1159/000346607","No PMC available",,"Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",4
"13","Whortleberry",28,"Diabetes Mellitus, Type 2",104,3,"Fasting serum hippuric acid is elevated after bilberry (Vaccinium myrtillus) consumption and associates with improvement of fasting glucose levels and insulin secretion in persons at high risk of developing type 2 diabetes.","de Mello VD, Lankinen MA, Lindström J, Puupponen-Pimiä R, Laaksonen DE, Pihlajamäki J, Lehtonen M, Uusitupa M, Tuomilehto J, Kolehmainen M, Törrönen R, Hanhineva K","https://pubmed.ncbi.nlm.nih.gov/28556578/","28556578","https://doi.org/10.1002/mnfr.201700019","10.1002/mnfr.201700019","No PMC available",,"Journal Article, Randomized Controlled Trial",4
"13","Whortleberry",28,"Diabetes Mellitus, Type 2",104,4,"Impact of short-term bilberry supplementation on glycemic control, cardiovascular disease risk factors, and antioxidant status in Chinese patients with type 2 diabetes.","Chan SW, Chu TTW, Choi SW, Benzie IFF, Tomlinson B","https://pubmed.ncbi.nlm.nih.gov/33599340/","33599340","https://doi.org/10.1002/ptr.7038","10.1002/ptr.7038","No PMC available",,"Journal Article, Randomized Controlled Trial",4
"13","Whortleberry",28,"Diabetes Mellitus, Type 2",104,5,"A Brief Review of Blue- and Bilberries' Potential to Curb Cardio-Metabolic Perturbations: Focus on Diabetes.","Crespo MC, Visioli F","https://pubmed.ncbi.nlm.nih.gov/27748191/","27748191","https://doi.org/10.2174/1381612822666161010120523","10.2174/1381612822666161010120523","No PMC available",,"Journal Article, Review, Research Support, Non-U.S. Gov't",2
"13","Whortleberry",28,"Diabetes Mellitus, Type 2",104,6,"Effects of Bilberry Supplementation on Metabolic and Cardiovascular Disease Risk.","Chan SW, Tomlinson B","https://pubmed.ncbi.nlm.nih.gov/32260262/","32260262","https://doi.org/10.3390/molecules25071653","10.3390/molecules25071653","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7180827/","PMC7180827","Journal Article, Review",2
"13","Whortleberry",28,"Diabetes Mellitus, Type 2",104,7,"Dietary anthocyanin-rich bilberry extract ameliorates hyperglycemia and insulin sensitivity via activation of AMP-activated protein kinase in diabetic mice.","Takikawa M, Inoue S, Horio F, Tsuda T","https://pubmed.ncbi.nlm.nih.gov/20089785/","20089785","https://doi.org/10.3945/jn.109.118216","10.3945/jn.109.118216","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"13","Whortleberry",28,"Diabetes Mellitus, Type 2",104,8,"Polyphenol-rich bilberry ameliorates total cholesterol and LDL-cholesterol when implemented in the diet of Zucker diabetic fatty rats.","Brader L, Overgaard A, Christensen LP, Jeppesen PB, Hermansen K","https://pubmed.ncbi.nlm.nih.gov/24841880/","24841880","https://doi.org/10.1900/RDS.2013.10.270","10.1900/RDS.2013.10.270","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4160013/","PMC4160013","Journal Article, Research Support, Non-U.S. Gov't",0
"13","Whortleberry",28,"Diabetes Mellitus, Type 2",104,9,"[Effectiveness of phytotherapy in supportive treatment of type 2 diabetes mellitus Billberry (Vaccinium myrtillus)].","Koupý D, Kotolová H, Kučerová J","https://pubmed.ncbi.nlm.nih.gov/26084642/","26084642","No DOI available",,"No PMC available",,"Journal Article",0
"13","Whortleberry",28,"Diabetes Mellitus, Type 2",104,10,"Effect of Extracts of Bilberries (Vaccinium myrtillus L.) on Amyloglucosidase and α-Glucosidase Activity.","Karcheva-Bahchevanska DP, Lukova PK, Nikolova MM, Mladenov RD, Iliev IN","https://pubmed.ncbi.nlm.nih.gov/28704188/","28704188","https://doi.org/10.1515/folmed-2017-0028","10.1515/folmed-2017-0028","No PMC available",,"Journal Article",0
"13","Whortleberry",28,"Diabetes Mellitus, Type 2",104,11,"[The prospective of using plant polyphenols as functional food ingredients].","Mazo VK, Sidorova YS, Sarkisyan VA, Kiseleva TL, Kochetkova AA","https://pubmed.ncbi.nlm.nih.gov/30763491/","30763491","https://doi.org/10.24411/0042-8833-2018-10067","10.24411/0042-8833-2018-10067","No PMC available",,"Journal Article",0
"13","Whortleberry",28,"Diabetes Mellitus, Type 2",104,12,"[The impact of bilberry leaves' polyphenols on the anxiety level, spatial learning and memory of db/db mice].","Sidorova YS, Petrov NA, Shipelin VA, Zorin SN, Kochetkova AA, Mazo VK","https://pubmed.ncbi.nlm.nih.gov/31265775/","31265775","https://doi.org/10.24411/0042-8833-2019-10029","10.24411/0042-8833-2019-10029","No PMC available",,"Journal Article",0
"14","Gooseberry",28,"Diabetes Mellitus, Type 2",6,1,"Blackcurrant Extract Ameliorates Hyperglycemia in Type 2 Diabetic Mice in Association with Increased Basal Secretion of Glucagon-Like Peptide-1 and Activation of AMP-Activated Protein Kinase.","Iizuka Y, Ozeki A, Tani T, Tsuda T","https://pubmed.ncbi.nlm.nih.gov/30175788/","30175788","https://doi.org/10.3177/jnsv.64.258","10.3177/jnsv.64.258","No PMC available",,"Journal Article",0
"14","Gooseberry",28,"Diabetes Mellitus, Type 2",6,2,"The anthocyanins in black currants regulate postprandial hyperglycaemia primarily by inhibiting α-glucosidase while other phenolics modulate salivary α-amylase, glucose uptake and sugar transporters.","Barik SK, Russell WR, Moar KM, Cruickshank M, Scobbie L, Duncan G, Hoggard N","https://pubmed.ncbi.nlm.nih.gov/31952012/","31952012","https://doi.org/10.1016/j.jnutbio.2019.108325","10.1016/j.jnutbio.2019.108325","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"14","Gooseberry",28,"Diabetes Mellitus, Type 2",6,3,"Blackcurrant Improves Diabetic Cardiovascular Dysfunction by Reducing Inflammatory Cytokines in Type 2 Diabetes Mellitus Mice.","Kim HY, Yoon JJ, Lee HK, Tai AL, Lee YJ, Kim DS, Kang DG, Lee HS","https://pubmed.ncbi.nlm.nih.gov/34836432/","34836432","https://doi.org/10.3390/nu13114177","10.3390/nu13114177","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8618700/","PMC8618700","Journal Article",0
"14","Gooseberry",28,"Diabetes Mellitus, Type 2",6,4,"The antioxidant, anti-inflammatory, and antiplatelet effects of Ribes rubrum L. fruit extract in the diabetic rats.","Gülmez G, Şen A, Şekerler T, Algül FK, Çilingir-Kaya ÖT, Şener A","https://pubmed.ncbi.nlm.nih.gov/35293002/","35293002","https://doi.org/10.1111/jfbc.14124","10.1111/jfbc.14124","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"14","Gooseberry",28,"Diabetes Mellitus, Type 2",6,5,"The effects of the Rheum ribes plant extract on inflammation, extracellular matrix remodeling, and obesity suggest a therapeutic potential.","Kaya H, Tokgöz HB, Unal R, Altan F","https://pubmed.ncbi.nlm.nih.gov/37126207/","37126207","https://doi.org/10.1007/s11033-023-08478-2","10.1007/s11033-023-08478-2","No PMC available",,"Journal Article",0
"14","Gooseberry",28,"Diabetes Mellitus, Type 2",6,6,"Exploring the Potential of Ribes nigrum L., Aronia melanocarpa (Michx.) Elliott, and Sambucus nigra L. Fruit Polyphenol-Rich Composition and Metformin Synergy in Type 2 Diabetes Management.","Zima K, Khaidakov B, Banaszkiewicz L, Lemke K, Kowalczyk PK","https://pubmed.ncbi.nlm.nih.gov/38919261/","38919261","https://doi.org/10.1155/2024/1092462","10.1155/2024/1092462","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11199064/","PMC11199064","Journal Article",0
"15","Chokeberry",28,"Diabetes Mellitus, Type 2",52,1,"Aronia in the Type 2 Diabetes Treatment Regimen.","Christiansen CB, Jeppesen PB, Hermansen K, Gregersen S","https://pubmed.ncbi.nlm.nih.gov/37836472/","37836472","https://doi.org/10.3390/nu15194188","10.3390/nu15194188","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10574687/","PMC10574687","Randomized Controlled Trial, Journal Article",4
"15","Chokeberry",28,"Diabetes Mellitus, Type 2",52,2,"The Impact of an 8-Week Supplementation with Fermented and Non-Fermented Aronia Berry Pulp on Cardiovascular Risk Factors in Individuals with Type 2 Diabetes.","Christiansen CB, Jeppesen PB, Hermansen K, Gregersen S","https://pubmed.ncbi.nlm.nih.gov/38140354/","38140354","https://doi.org/10.3390/nu15245094","10.3390/nu15245094","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10745664/","PMC10745664","Randomized Controlled Trial, Journal Article",4
"15","Chokeberry",28,"Diabetes Mellitus, Type 2",52,3,"Cardioprotective effects of Aronia melanocarpa anthocynanins. From laboratory experiments to clinical practice.","Parzonko A, Naruszewicz M","https://pubmed.ncbi.nlm.nih.gov/26561060/","26561060","https://doi.org/10.2174/1381612822666151112152143","10.2174/1381612822666151112152143","No PMC available",,"Journal Article, Review",2
"15","Chokeberry",28,"Diabetes Mellitus, Type 2",52,4,"Beneficial effects of Aronia melanocarpa berry extract on hepatic insulin resistance in type 2 diabetes mellitus rats.","Mu J, Xin G, Zhang B, Wang Y, Ning C, Meng X","https://pubmed.ncbi.nlm.nih.gov/32249934/","32249934","https://doi.org/10.1111/1750-3841.15109","10.1111/1750-3841.15109","No PMC available",,"Journal Article",0
"15","Chokeberry",28,"Diabetes Mellitus, Type 2",52,5,"Aronia melanocarpa Anthocyanin Extracts Improve Hepatic Structure and Function in High-Fat Diet-/Streptozotocin-Induced T2DM Mice.","Chen J, Meng X","https://pubmed.ncbi.nlm.nih.gov/36084327/","36084327","https://doi.org/10.1021/acs.jafc.2c03286","10.1021/acs.jafc.2c03286","No PMC available",,"Journal Article",0
"15","Chokeberry",28,"Diabetes Mellitus, Type 2",52,6,"Exploring the Potential of Ribes nigrum L., Aronia melanocarpa (Michx.) Elliott, and Sambucus nigra L. Fruit Polyphenol-Rich Composition and Metformin Synergy in Type 2 Diabetes Management.","Zima K, Khaidakov B, Banaszkiewicz L, Lemke K, Kowalczyk PK","https://pubmed.ncbi.nlm.nih.gov/38919261/","38919261","https://doi.org/10.1155/2024/1092462","10.1155/2024/1092462","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11199064/","PMC11199064","Journal Article",0
"16","Zereshk",28,"Diabetes Mellitus, Type 2",40,1,"Bioimpedance analysis, metabolic effects and safety of the association Berberis aristata/Bilybum marianum: a 52-week double-blind, placebo-controlled study in obese patients with type 2 diabetes.","Guarino G, Strollo F, Carbone L, Della Corte T, Letizia M, Marino G, Gentile S","https://pubmed.ncbi.nlm.nih.gov/28685558/","28685558","No DOI available",,"No PMC available",,"Journal Article, Randomized Controlled Trial",4
"16","Zereshk",28,"Diabetes Mellitus, Type 2",40,2,"The barberry juice effects on metabolic factors and oxidative stress in patients with type 2 diabetes: A randomized clinical trial.","Lazavi F, Mirmiran P, Sohrab G, Nikpayam O, Angoorani P, Hedayati M","https://pubmed.ncbi.nlm.nih.gov/29705451/","29705451","https://doi.org/10.1016/j.ctcp.2018.01.009","10.1016/j.ctcp.2018.01.009","No PMC available",,"Journal Article, Randomized Controlled Trial",4
"16","Zereshk",28,"Diabetes Mellitus, Type 2",40,3,"Anti-Diabetic Effects of Berberis kansuensis Extract on Type 2 Diabetic Rats Revealed by (1) H-NMR-Based Metabolomics and Biochemistry Analysis.","Du H, Li Q, Yi H, Xu T, Xu XM, Kuang TT, Zhang J, Huang AQ, Fan G","https://pubmed.ncbi.nlm.nih.gov/32871055/","32871055","https://doi.org/10.1002/cbdv.202000413","10.1002/cbdv.202000413","No PMC available",,"Journal Article",0
"16","Zereshk",28,"Diabetes Mellitus, Type 2",40,4,"Berberis kansuensis extract alleviates type 2 diabetes in rats by regulating gut microbiota composition.","Xu T, Ge Y, Du H, Li Q, Xu X, Yi H, Wu X, Kuang T, Fan G, Zhang Y","https://pubmed.ncbi.nlm.nih.gov/33675912/","33675912","https://doi.org/10.1016/j.jep.2021.113995","10.1016/j.jep.2021.113995","No PMC available",,"Journal Article",0
"17","Amla Berry",28,"Diabetes Mellitus, Type 2",85,1,"Potential effect of tropical fruits Phyllanthus emblica L. for the prevention and management of type 2 diabetic complications: a systematic review of recent advances.","Huang HZ, Qiu M, Lin JZ, Li MQ, Ma XT, Ran F, Luo CH, Wei XC, Xu RC, Tan P, Fan SH, Yang M, Han L, Zhang DK","https://pubmed.ncbi.nlm.nih.gov/33439332/","33439332","https://doi.org/10.1007/s00394-020-02471-2","10.1007/s00394-020-02471-2","No PMC available",,"Journal Article, Systematic Review",5
"17","Amla Berry",28,"Diabetes Mellitus, Type 2",85,2,"Effect of Amla fruit (Emblica officinalis Gaertn.) on blood glucose and lipid profile of normal subjects and type 2 diabetic patients.","Akhtar MS, Ramzan A, Ali A, Ahmad M","https://pubmed.ncbi.nlm.nih.gov/21495900/","21495900","https://doi.org/10.3109/09637486.2011.560565","10.3109/09637486.2011.560565","No PMC available",,"Controlled Clinical Trial, Journal Article",4
"17","Amla Berry",28,"Diabetes Mellitus, Type 2",85,3,"Zingiber officinale, Phyllanthus emblica, Cinnamomum verum, and Curcuma longa to Prevent Type 2 Diabetes: An Integrative Review.","Wijewardhana U, Jayasinghe M, Wijesekara I, Ranaweera KKDS","https://pubmed.ncbi.nlm.nih.gov/36424773/","36424773","https://doi.org/10.2174/1573399819666221124104401","10.2174/1573399819666221124104401","No PMC available",,"Review, Journal Article",2
"17","Amla Berry",28,"Diabetes Mellitus, Type 2",85,4,"Antidiabetic and antioxidant potential of Emblica officinalis Gaertn. leaves extract in streptozotocin-induced type-2 diabetes mellitus (T2DM) rats.","Nain P, Saini V, Sharma S, Nain J","https://pubmed.ncbi.nlm.nih.gov/22855943/","22855943","https://doi.org/10.1016/j.jep.2012.04.014","10.1016/j.jep.2012.04.014","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"17","Amla Berry",28,"Diabetes Mellitus, Type 2",85,5,"Emblica officinalis improves glycemic status and oxidative stress in STZ induced type 2 diabetic model rats.","Ansari A, Shahriar MS, Hassan MM, Das SR, Rokeya B, Haque MA, Haque ME, Biswas N, Sarkar T","https://pubmed.ncbi.nlm.nih.gov/24418077/","24418077","https://doi.org/10.1016/S1995-7645(13)60185-6","10.1016/S1995-7645(13)60185-6","No PMC available",,"Journal Article, Research Support, Non-U.S. Gov't",0
"17","Amla Berry",28,"Diabetes Mellitus, Type 2",85,6,"Ellagic acid in Emblica officinalis exerts anti-diabetic activity through the action on β-cells of pancreas.","Fatima N, Hafizur RM, Hameed A, Ahmed S, Nisar M, Kabir N","https://pubmed.ncbi.nlm.nih.gov/26593435/","26593435","https://doi.org/10.1007/s00394-015-1103-y","10.1007/s00394-015-1103-y","No PMC available",,"Journal Article",0
"17","Amla Berry",28,"Diabetes Mellitus, Type 2",85,7,"In silico screening of potential antidiabetic phytochemicals from Phyllanthus emblica against therapeutic targets of type 2 diabetes.","Sharma P, Joshi T, Joshi T, Chandra S, Tamta S","https://pubmed.ncbi.nlm.nih.gov/31593813/","31593813","https://doi.org/10.1016/j.jep.2019.112268","10.1016/j.jep.2019.112268","No PMC available",,"Journal Article",0
"17","Amla Berry",28,"Diabetes Mellitus, Type 2",85,8,"Antidiabetic activity of Commiphora mukul and Phyllanthus emblica and Computational analysis for the identification of active principles with dipeptidyl peptidase IV inhibitory activity.","Mohanty IR, Kumar CS, Borde M","https://pubmed.ncbi.nlm.nih.gov/34854407/","34854407","https://doi.org/10.4103/ijp.IJP_69_19","10.4103/ijp.IJP_69_19","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8641738/","PMC8641738","Journal Article",0
"17","Amla Berry",28,"Diabetes Mellitus, Type 2",85,9,"Novel Emblica officinalis extract containing β-glucogallin vs. metformin: a randomized, open-label, comparative efficacy study in newly diagnosed type 2 diabetes mellitus patients with dyslipidemia.","Majeed M, Mundkur L, Paulose S, Nagabhushanam K","https://pubmed.ncbi.nlm.nih.gov/35996967/","35996967","https://doi.org/10.1039/d2fo01862d","10.1039/d2fo01862d","No PMC available",,"Journal Article",0
